brand,model,variant,year,fuel_type,transmission,km_driven,engine_cc,mileage,ownership,location,seats,condition,insurance_valid,price
Skoda,Octavia,Style,2013,Petrol,Automatic,83418,1934,15.4,3rd Owner,Chandigarh,5,Poor,False,350000
Audi,A6,45 TFSI Technology,2014,Petrol,Automatic,161065,1984,12.9,2nd Owner,Chennai,5,Excellent,False,1095000
BMW,3 Series,320d Sport,2014,Diesel,Automatic,173178,1995,16.0,1st Owner,Surat,5,Fair,True,795000
BMW,X1,sDrive20i,2016,Petrol,Automatic,98532,2045,15.9,2nd Owner,Vadodara,5,Good,False,960000
Volkswagen,Virtus,GT Plus,2017,Petrol,Manual,71536,1548,19.3,1st Owner,Ahmedabad,5,Excellent,False,365000
Honda,Amaze,E,2019,Petrol,Automatic,70628,1199,18.7,2nd Owner,Chennai,5,Good,False,265000
Volkswagen,Polo,GT TSI,2022,Petrol,Automatic,40941,949,17.0,3rd Owner,Ahmedabad,5,Poor,False,230000
Kia,Seltos,HTK,2020,Diesel,Manual,72686,1547,15.9,4+ Owners,Lucknow,5,Poor,False,350000
Maruti Suzuki,Ertiga,ZXi,2021,Petrol,Automatic,36275,1462,21.0,4+ Owners,Ahmedabad,7,Poor,False,260000
Maruti Suzuki,Ertiga,ZXi Plus,2024,Petrol,Automatic,14548,1462,20.2,2nd Owner,Jaipur,7,Good,True,755000
Renault,Kiger,RXT,2015,Petrol,Manual,131810,1049,18.6,3rd Owner,Kochi,5,Excellent,True,125000
Mahindra,Bolero,B4,2015,Diesel,Manual,116938,1493,15.5,2nd Owner,Jaipur,7,Good,True,180000
Maruti Suzuki,Ciaz,Sigma,2021,Petrol,Automatic,32031,1462,19.4,2nd Owner,Vadodara,5,Good,True,455000
Hyundai,Venue,SX,2015,Diesel,Manual,76993,1247,18.2,4+ Owners,Mumbai,5,Excellent,True,135000
Renault,Triber,LXL,2022,Petrol,Automatic,56254,1049,17.6,3rd Owner,Kolkata,7,Good,True,320000
MG,Astor,Sharp,2017,Petrol,Manual,89426,1548,14.1,3rd Owner,Surat,5,Good,False,350000
Volkswagen,Polo,GT TSI,2018,Petrol,Automatic,73775,999,19.0,4+ Owners,Pune,5,Poor,True,125000
Mahindra,XUV700,MX,2014,Petrol,Manual,168395,2184,12.8,4+ Owners,Chandigarh,7,Poor,True,350000
Volkswagen,Taigun,GT,2017,Petrol,Manual,60648,1548,18.0,4+ Owners,Lucknow,5,Excellent,False,350000
Mercedes-Benz,GLC,GLC 300,2021,Diesel,Automatic,50582,1993,15.3,1st Owner,Delhi,5,Poor,True,2445000
Mercedes-Benz,C-Class,C 220d,2021,Petrol,Automatic,49334,1943,15.5,4+ Owners,Kolkata,5,Good,False,1900000
Audi,Q3,40 TFSI,2019,Petrol,Automatic,58616,1984,16.5,3rd Owner,Jaipur,5,Fair,False,1195000
Tata,Punch,Accomplished,2021,Petrol,Automatic,72661,1199,19.9,3rd Owner,Surat,5,Good,True,285000
Audi,A6,45 TFSI Premium Plus,2018,Petrol,Automatic,71412,1934,15.6,1st Owner,Chennai,5,Good,True,2295000
Skoda,Kushaq,Style,2014,Petrol,Automatic,99849,1498,18.3,2nd Owner,Pune,5,Excellent,True,350000
Audi,A6,45 TFSI Technology,2018,Petrol,Automatic,118231,1934,14.4,1st Owner,Surat,5,Good,False,1970000
Renault,Kwid,RXT,2021,Petrol,Automatic,56466,949,21.0,2nd Owner,Hyderabad,5,Excellent,True,240000
Volkswagen,Virtus,Topline,2014,Petrol,Manual,175799,1498,19.1,3rd Owner,Chennai,5,Excellent,True,350000
Kia,Sonet,GTX+,2018,Diesel,Automatic,114833,1247,19.4,2nd Owner,Vadodara,5,Fair,True,235000
Skoda,Kushaq,Monte Carlo,2024,Petrol,Manual,27970,1448,16.5,3rd Owner,Lucknow,5,Poor,False,540000
Honda,Amaze,S,2018,Petrol,Manual,76907,1199,18.7,1st Owner,Chandigarh,5,Fair,False,205000
Mahindra,Scorpio-N,Z8L,2013,Diesel,Manual,140395,2184,14.2,3rd Owner,Chennai,7,Excellent,True,350000
Volkswagen,Polo,GT TSI,2020,Petrol,Automatic,87330,949,17.8,2nd Owner,Surat,5,Good,True,265000
Audi,A4,40 TFSI Premium,2020,Petrol,Automatic,50496,1984,18.9,2nd Owner,Vadodara,5,Excellent,False,2030000
Audi,A6,45 TFSI Premium Plus,2022,Petrol,Automatic,53241,2034,14.6,1st Owner,Hyderabad,5,Good,False,3535000
Volkswagen,Virtus,Topline,2022,Petrol,Automatic,31384,1498,17.9,3rd Owner,Delhi,5,Fair,False,515000
BMW,3 Series,320d Sport,2020,Petrol,Automatic,43888,2045,14.9,3rd Owner,Chandigarh,5,Excellent,True,1965000
Honda,WR-V,VX,2014,Petrol,Manual,107734,1498,16.2,3rd Owner,Bengaluru,5,Fair,True,120000
Kia,Seltos,HTK,2017,Petrol,Manual,97737,1547,16.8,1st Owner,Kolkata,5,Fair,False,350000
MG,Astor,Super,2013,Petrol,Manual,192020,1548,14.6,3rd Owner,Hyderabad,5,Fair,False,350000
Mercedes-Benz,C-Class,C 200,2016,Diesel,Automatic,63039,2043,17.4,2nd Owner,Kolkata,5,Good,False,1335000
Mahindra,Bolero,B6,2023,Diesel,Manual,25018,1443,15.0,4+ Owners,Pune,7,Fair,True,385000
Mahindra,Scorpio-N,Z4,2020,Petrol,Manual,82630,2184,14.8,4+ Owners,Surat,7,Poor,False,350000
Toyota,Glanza,G,2020,CNG,Automatic,39780,1247,21.1,4+ Owners,Kochi,5,Fair,False,210000
Tata,Altroz,XM,2017,CNG,Manual,72702,1249,18.8,1st Owner,Delhi,5,Fair,True,195000
Volkswagen,Taigun,Highline,2020,Petrol,Manual,54517,1498,17.2,2nd Owner,Hyderabad,5,Good,False,460000
Honda,Amaze,VX,2021,Petrol,Manual,67710,1199,17.4,4+ Owners,Surat,5,Good,False,245000
Audi,A6,45 TFSI Premium Plus,2014,Petrol,Automatic,132767,1984,14.9,3rd Owner,Lucknow,5,Poor,False,685000
Mahindra,XUV300,W4,2016,Petrol,Manual,122405,1497,20.0,1st Owner,Chandigarh,5,Poor,True,160000
Tata,Safari,Pure,2013,Diesel,Automatic,168250,1956,16.0,2nd Owner,Ahmedabad,7,Good,False,350000
MG,Astor,Style,2017,Petrol,Manual,80635,1548,14.9,1st Owner,Kolkata,5,Excellent,False,350000
Hyundai,Alcazar,Platinum,2013,Petrol,Automatic,109723,1493,18.7,1st Owner,Kolkata,7,Poor,False,350000
Toyota,Camry,2.5 Hybrid,2024,Hybrid,Automatic,30558,2487,19.9,3rd Owner,Lucknow,5,Fair,True,2670000
Kia,Carens,Luxury Plus,2023,Petrol,Manual,19862,1547,16.8,2nd Owner,Jaipur,7,Poor,False,470000
Toyota,Fortuner,2.7 4x2,2020,Diesel,Automatic,42970,2755,13.5,3rd Owner,Vadodara,7,Fair,True,1170000
Tata,Harrier,Adventure,2019,Diesel,Automatic,80103,2006,15.4,1st Owner,Pune,5,Excellent,False,700000
Hyundai,Grand i10 Nios,Era,2015,Petrol,Automatic,144193,1197,22.1,2nd Owner,Lucknow,5,Poor,True,120000
Mahindra,Thar,AX(O),2022,Petrol,Automatic,54882,2184,14.7,3rd Owner,Ahmedabad,4,Poor,True,475000
BMW,5 Series,520d Luxury Line,2019,Petrol,Automatic,72892,2045,17.4,2nd Owner,Surat,5,Excellent,False,2395000
Honda,Civic,VX,2024,Petrol,Automatic,25183,1849,16.2,2nd Owner,Vadodara,5,Fair,False,1085000
Honda,City,VX,2023,Petrol,Automatic,34701,1548,18.7,3rd Owner,Delhi,5,Good,True,685000
Mahindra,XUV700,MX,2022,Diesel,Automatic,52958,2184,14.1,4+ Owners,Jaipur,7,Excellent,False,690000
Mahindra,XUV300,W6,2020,Diesel,Manual,87105,1547,19.7,4+ Owners,Mumbai,5,Excellent,False,260000
Mahindra,Thar,AX(O),2024,Diesel,Automatic,22728,2184,15.1,4+ Owners,Mumbai,4,Good,True,800000
Renault,Triber,RXZ,2013,Petrol,Automatic,130133,1049,17.9,1st Owner,Delhi,7,Poor,True,120000
Hyundai,Grand i10 Nios,Sportz,2015,Petrol,Automatic,141390,1147,20.5,3rd Owner,Pune,5,Fair,True,120000
MG,Astor,Sharp,2016,Petrol,Automatic,136690,1498,13.8,2nd Owner,Ahmedabad,5,Fair,True,350000
Mahindra,XUV300,W6,2023,Petrol,Automatic,41402,1497,19.1,1st Owner,Chandigarh,5,Good,True,645000
Skoda,Slavia,Style,2022,Petrol,Manual,45395,1448,18.7,4+ Owners,Vadodara,5,Excellent,False,455000
Renault,Kiger,RXT,2021,Petrol,Manual,69546,1049,20.2,2nd Owner,Kolkata,5,Good,False,290000
Hyundai,Creta,EX,2022,Diesel,Automatic,43324,1447,17.7,4+ Owners,Jaipur,5,Excellent,False,535000
Tata,Punch,Creative,2024,Petrol,Manual,15715,1249,21.5,4+ Owners,Delhi,5,Poor,False,260000
Skoda,Slavia,Style,2022,Petrol,Automatic,52487,1498,19.4,1st Owner,Pune,5,Poor,False,520000
Hyundai,Creta,EX,2017,Petrol,Manual,110800,1547,16.3,2nd Owner,Kochi,5,Poor,True,350000
Mahindra,Thar,LX Petrol AT,2024,Diesel,Manual,22128,2184,14.6,4+ Owners,Pune,4,Poor,False,515000
Renault,Kwid,RXT,2015,Petrol,Manual,107907,1049,21.6,3rd Owner,Chennai,5,Good,False,120000
Volkswagen,Polo,Highline,2015,Petrol,Manual,120974,999,18.6,1st Owner,Lucknow,5,Good,False,135000
Maruti Suzuki,Ertiga,ZXi,2024,CNG,Automatic,19221,1512,19.5,3rd Owner,Jaipur,7,Fair,False,560000
Volkswagen,Polo,Comfortline,2021,Petrol,Manual,71868,949,18.7,1st Owner,Pune,5,Good,False,315000
Tata,Harrier,Smart,2023,Diesel,Automatic,46041,2006,18.0,1st Owner,Lucknow,5,Good,True,1225000
Maruti Suzuki,Alto,VXi,2014,CNG,Manual,130125,846,24.8,1st Owner,Kochi,5,Excellent,False,120000
Honda,Amaze,S,2024,Petrol,Manual,22954,1149,17.2,3rd Owner,Jaipur,5,Fair,True,405000
BMW,3 Series,320d Luxury Line,2021,Diesel,Automatic,46743,1945,16.4,4+ Owners,Kolkata,5,Excellent,True,1850000
MG,Hector,Shine,2020,Petrol,Automatic,47995,1906,14.6,2nd Owner,Chandigarh,5,Poor,False,465000
Renault,Triber,RXE,2024,Petrol,Manual,22958,999,19.8,3rd Owner,Kolkata,7,Good,False,390000
Skoda,Kushaq,Style,2017,Petrol,Automatic,98832,1498,18.3,1st Owner,Kochi,5,Good,False,355000
Skoda,Kushaq,Monte Carlo,2015,Petrol,Manual,144849,1448,19.2,4+ Owners,Pune,5,Good,True,350000
Mercedes-Benz,C-Class,C 220d,2017,Diesel,Automatic,135941,1943,17.5,2nd Owner,Chandigarh,5,Good,False,1315000
Mercedes-Benz,E-Class,E 220d,2015,Petrol,Automatic,162833,2043,15.3,4+ Owners,Kochi,5,Fair,True,985000
Volkswagen,Taigun,Topline,2015,Petrol,Automatic,130944,1498,17.2,4+ Owners,Kochi,5,Poor,True,350000
Kia,Seltos,GTX+,2018,Petrol,Automatic,80255,1547,16.1,3rd Owner,Chennai,5,Fair,True,350000
Mercedes-Benz,E-Class,E 200,2021,Petrol,Automatic,74410,1993,13.8,2nd Owner,Bengaluru,5,Fair,False,2970000
Renault,Triber,RXE,2023,Petrol,Automatic,30868,1049,19.3,1st Owner,Delhi,7,Excellent,False,485000
Mahindra,XUV300,W8,2014,Diesel,Manual,87861,1547,19.7,2nd Owner,Lucknow,5,Good,False,150000
Skoda,Slavia,Ambition,2016,Petrol,Automatic,147774,1548,17.1,1st Owner,Lucknow,5,Fair,False,350000
Volkswagen,Polo,Comfortline,2015,Petrol,Automatic,110579,999,17.7,3rd Owner,Chennai,5,Excellent,True,125000
Kia,Sonet,GTX+,2020,Petrol,Manual,88471,1147,18.6,1st Owner,Jaipur,5,Fair,False,300000
Mahindra,Thar,LX Diesel AT,2014,Petrol,Manual,175136,2184,16.1,1st Owner,Chandigarh,4,Poor,True,350000
Mercedes-Benz,GLC,GLC 300,2017,Diesel,Automatic,77850,1943,13.7,3rd Owner,Kolkata,5,Poor,True,1110000
Toyota,Fortuner,Legender,2013,Petrol,Manual,149651,2755,13.2,2nd Owner,Chandigarh,7,Fair,False,420000
Honda,WR-V,SV,2016,Petrol,Manual,109515,1448,16.1,1st Owner,Kochi,5,Good,False,230000
Mahindra,Scorpio-N,Z4,2023,Petrol,Manual,31564,2184,14.3,3rd Owner,Hyderabad,7,Good,False,740000
Volkswagen,Virtus,GT Plus,2013,Petrol,Manual,155822,1498,18.4,2nd Owner,Hyderabad,5,Poor,True,350000
Tata,Altroz,XZ+,2024,CNG,Manual,16770,1149,20.6,3rd Owner,Surat,5,Fair,False,355000
Hyundai,Grand i10 Nios,Sportz,2020,CNG,Manual,77180,1147,20.3,4+ Owners,Ahmedabad,5,Excellent,False,180000
Toyota,Fortuner,Legender,2023,Diesel,Manual,24533,2755,15.3,1st Owner,Chennai,7,Fair,True,2005000
Honda,Amaze,VX,2013,Petrol,Manual,111558,1149,17.3,2nd Owner,Lucknow,5,Fair,False,120000
Audi,A4,40 TFSI Technology,2015,Petrol,Automatic,100706,1934,18.3,1st Owner,Kolkata,5,Good,False,1045000
Mahindra,Scorpio-N,Z8L,2018,Petrol,Manual,87922,2184,15.7,1st Owner,Surat,7,Good,False,470000
Kia,Carens,Prestige,2015,Petrol,Manual,128480,1447,16.3,1st Owner,Delhi,7,Poor,False,350000
Audi,Q3,40 TFSI,2015,Petrol,Automatic,155514,1984,14.7,3rd Owner,Chandigarh,5,Excellent,False,745000
Audi,Q3,35 TDI Quattro,2015,Petrol,Automatic,91391,2034,14.5,1st Owner,Surat,5,Poor,False,755000
Hyundai,i20,Sportz,2017,Petrol,Automatic,106027,1247,20.6,3rd Owner,Kochi,5,Good,False,175000
MG,Hector,Style,2024,Diesel,Manual,17468,1906,14.7,1st Owner,Lucknow,5,Good,True,1185000
Maruti Suzuki,Grand Vitara,Alpha,2018,Petrol,Automatic,106775,1490,28.3,4+ Owners,Delhi,5,Fair,False,350000
Tata,Harrier,Adventure,2020,Diesel,Manual,74158,1956,15.5,3rd Owner,Ahmedabad,5,Excellent,True,595000
Volkswagen,Virtus,Comfortline,2021,Petrol,Manual,59505,1498,18.4,1st Owner,Lucknow,5,Good,False,605000
Skoda,Slavia,Active,2023,Petrol,Manual,29563,1548,18.8,2nd Owner,Chandigarh,5,Excellent,False,720000
BMW,X1,sDrive20d,2018,Petrol,Automatic,69411,2045,15.3,4+ Owners,Lucknow,5,Good,False,955000
Kia,Sonet,GTX+,2021,Diesel,Automatic,69609,1147,19.1,3rd Owner,Mumbai,5,Excellent,False,365000
MG,Astor,Super,2024,Petrol,Manual,23744,1448,14.7,2nd Owner,Kochi,5,Good,False,735000
MG,Astor,Sharp,2022,Petrol,Manual,44119,1448,16.2,3rd Owner,Bengaluru,5,Poor,True,370000
Renault,Kiger,RXE,2016,Petrol,Manual,106495,949,19.5,3rd Owner,Jaipur,5,Excellent,False,135000
Volkswagen,Taigun,Comfortline,2021,Petrol,Manual,37358,1498,19.1,1st Owner,Ahmedabad,5,Fair,True,585000
Kia,Carens,Prestige,2024,Diesel,Automatic,23926,1447,15.3,3rd Owner,Hyderabad,7,Poor,False,530000
MG,Hector,Smart,2024,Diesel,Automatic,30027,1956,16.3,3rd Owner,Pune,5,Excellent,True,1005000
Mercedes-Benz,E-Class,E 220d,2022,Diesel,Automatic,52778,1943,16.5,4+ Owners,Jaipur,5,Poor,False,2030000
Hyundai,Grand i10 Nios,Era,2022,Petrol,Manual,41545,1247,21.2,4+ Owners,Lucknow,5,Poor,True,175000
Mercedes-Benz,E-Class,E 200,2022,Petrol,Automatic,48716,1943,15.2,1st Owner,Vadodara,5,Fair,True,3865000
Kia,Seltos,GTX+,2017,Diesel,Automatic,106031,1497,16.8,1st Owner,Pune,5,Poor,False,350000
Tata,Punch,Accomplished,2024,CNG,Automatic,21825,1149,19.5,2nd Owner,Pune,5,Fair,True,455000
Hyundai,Alcazar,Platinum,2018,Diesel,Manual,97472,1493,19.2,4+ Owners,Pune,7,Fair,False,350000
Mercedes-Benz,C-Class,C 220d,2018,Petrol,Automatic,73959,2043,17.5,3rd Owner,Kochi,5,Good,False,1510000
Hyundai,i20,Magna,2014,Petrol,Automatic,102229,1247,19.9,2nd Owner,Ahmedabad,5,Excellent,False,145000
Hyundai,Verna,S+,2020,Petrol,Manual,88407,1547,20.1,1st Owner,Kolkata,5,Good,True,475000
Honda,Civic,ZX,2016,Petrol,Automatic,108612,1749,17.6,4+ Owners,Lucknow,5,Poor,False,350000
Renault,Kwid,CLIMBER,2015,Petrol,Automatic,115087,999,21.8,3rd Owner,Hyderabad,5,Fair,False,120000
BMW,3 Series,330i M Sport,2024,Petrol,Automatic,19480,2045,16.0,3rd Owner,Delhi,5,Good,False,3065000
MG,Hector,Sharp Pro,2017,Petrol,Automatic,122711,2006,15.6,2nd Owner,Mumbai,5,Poor,True,350000
Volkswagen,Polo,Comfortline,2014,Petrol,Manual,126404,1049,16.8,4+ Owners,Ahmedabad,5,Good,False,120000
Volkswagen,Taigun,Topline,2018,Petrol,Automatic,71745,1548,18.1,1st Owner,Chandigarh,5,Excellent,False,475000
Mercedes-Benz,C-Class,C 300d,2014,Diesel,Automatic,110332,2043,17.7,2nd Owner,Lucknow,5,Good,True,1015000
Volkswagen,Polo,Trendline,2018,Petrol,Manual,103235,999,17.8,4+ Owners,Bengaluru,5,Fair,True,125000
Mahindra,XUV700,AX7,2017,Diesel,Manual,81475,2184,13.7,2nd Owner,Pune,7,Excellent,False,425000
Hyundai,Grand i10 Nios,Sportz,2013,Petrol,Manual,155033,1147,19.2,1st Owner,Mumbai,5,Fair,False,120000
Mercedes-Benz,GLC,GLC 300,2014,Petrol,Automatic,168922,2043,13.9,3rd Owner,Delhi,5,Good,False,895000
Volkswagen,Polo,Comfortline,2021,Petrol,Automatic,29120,1049,19.4,1st Owner,Kochi,5,Fair,False,310000
MG,Hector,Shine,2014,Diesel,Manual,104043,1956,17.1,4+ Owners,Kochi,5,Poor,True,350000
Hyundai,Verna,S+,2018,Petrol,Manual,111405,1497,17.2,1st Owner,Kolkata,5,Excellent,True,390000
Mahindra,Bolero,B6(O),2022,Diesel,Manual,43764,1443,15.8,2nd Owner,Chennai,7,Poor,False,350000
Hyundai,Venue,E,2020,Petrol,Automatic,85956,1197,17.5,3rd Owner,Kochi,5,Excellent,True,320000
Hyundai,Verna,S+,2023,Diesel,Manual,40717,1447,20.0,4+ Owners,Hyderabad,5,Fair,True,470000
MG,Astor,Super,2021,Petrol,Manual,45186,1498,16.1,2nd Owner,Surat,5,Fair,True,445000
Volkswagen,Virtus,Comfortline,2013,Petrol,Manual,103523,1448,19.8,3rd Owner,Bengaluru,5,Poor,True,350000
Audi,A6,45 TFSI Premium Plus,2015,Petrol,Automatic,115457,2034,14.3,3rd Owner,Hyderabad,5,Fair,False,975000
Kia,Sonet,GTX+,2017,Petrol,Automatic,87538,1247,19.0,1st Owner,Surat,5,Poor,True,195000
Honda,City,ZX,2014,Petrol,Manual,165137,1448,17.9,2nd Owner,Surat,5,Fair,False,350000
Toyota,Glanza,G,2014,Petrol,Automatic,109149,1247,23.3,2nd Owner,Bengaluru,5,Excellent,False,140000
Hyundai,i20,Magna,2019,Petrol,Manual,49688,1197,20.7,4+ Owners,Surat,5,Good,False,200000
Maruti Suzuki,Ciaz,Delta,2016,Petrol,Manual,60822,1462,21.1,3rd Owner,Bengaluru,5,Fair,False,160000
MG,Hector,Sharp Pro,2019,Petrol,Automatic,97023,1906,14.9,2nd Owner,Pune,5,Poor,True,410000
Hyundai,i20,Asta,2021,Petrol,Manual,76022,1147,19.2,1st Owner,Ahmedabad,5,Excellent,True,410000
Mahindra,Scorpio-N,Z2,2015,Petrol,Manual,69301,2184,13.0,1st Owner,Lucknow,7,Poor,True,350000
Mercedes-Benz,GLC,GLC 220d,2022,Petrol,Automatic,57545,1993,15.3,4+ Owners,Kolkata,5,Good,False,2525000
Mahindra,XUV300,W8(O),2015,Diesel,Automatic,104702,1497,20.4,2nd Owner,Ahmedabad,5,Fair,True,160000
Maruti Suzuki,Alto,LXi,2015,Petrol,Manual,144824,746,26.2,2nd Owner,Lucknow,5,Fair,True,120000
Kia,Sonet,GTX+,2024,Diesel,Automatic,28322,1197,17.9,4+ Owners,Bengaluru,5,Good,True,465000
Honda,Amaze,VX,2023,Petrol,Automatic,47631,1199,19.0,2nd Owner,Ahmedabad,5,Good,False,430000
MG,Astor,Smart,2022,Petrol,Manual,36626,1498,15.0,2nd Owner,Vadodara,5,Poor,False,385000
Volkswagen,Virtus,Highline,2019,Petrol,Automatic,62455,1548,19.4,2nd Owner,Bengaluru,5,Poor,False,350000
Audi,Q3,35 TDI Quattro,2020,Diesel,Automatic,42610,1934,14.4,1st Owner,Pune,5,Excellent,False,2200000
Mahindra,XUV700,AX3,2016,Diesel,Manual,120629,2184,14.3,4+ Owners,Kolkata,7,Fair,True,350000
Hyundai,Grand i10 Nios,Magna,2015,Petrol,Automatic,92061,1247,20.4,4+ Owners,Surat,5,Fair,True,120000
MG,Hector,Sharp Pro,2014,Petrol,Manual,150638,1956,15.7,1st Owner,Chandigarh,5,Fair,False,350000
Tata,Safari,Smart,2020,Diesel,Automatic,46413,1906,15.3,3rd Owner,Vadodara,7,Poor,True,500000
Mercedes-Benz,GLC,GLC 220d,2023,Diesel,Automatic,23894,2043,16.2,4+ Owners,Mumbai,5,Poor,True,2215000
Toyota,Innova Crysta,ZX,2017,Diesel,Automatic,99705,2393,13.8,2nd Owner,Surat,7,Fair,False,480000
Kia,Sonet,HTE,2017,Diesel,Manual,99600,1147,19.5,1st Owner,Surat,5,Excellent,False,240000
Volkswagen,Taigun,GT,2013,Petrol,Automatic,151496,1548,18.9,4+ Owners,Ahmedabad,5,Fair,True,350000
BMW,5 Series,520d Luxury Line,2020,Diesel,Automatic,47554,2045,16.2,3rd Owner,Lucknow,5,Excellent,True,2650000
Mercedes-Benz,C-Class,C 220d,2014,Petrol,Automatic,83291,2043,17.8,1st Owner,Lucknow,5,Excellent,True,1265000
BMW,5 Series,520d Luxury Line,2015,Diesel,Automatic,83061,1945,18.0,2nd Owner,Surat,5,Excellent,True,1405000
Hyundai,Creta,SX,2023,Petrol,Manual,17758,1497,16.3,2nd Owner,Kolkata,5,Good,False,700000
Tata,Safari,Adventure,2024,Diesel,Automatic,22374,1906,15.0,2nd Owner,Chennai,7,Good,True,1400000
BMW,3 Series,320d Luxury Line,2015,Diesel,Automatic,97737,2045,17.1,3rd Owner,Chandigarh,5,Poor,False,610000
Toyota,Glanza,S,2021,Petrol,Automatic,51697,1147,21.0,4+ Owners,Pune,5,Excellent,False,270000
Mercedes-Benz,GLC,GLC 300,2013,Petrol,Automatic,152065,2043,14.0,3rd Owner,Kolkata,5,Fair,False,695000
Toyota,Camry,2.5 Hybrid,2021,Hybrid,Automatic,40669,2487,19.7,4+ Owners,Kolkata,5,Poor,False,1265000
Audi,A6,45 TFSI Technology,2020,Petrol,Automatic,52279,1984,15.4,2nd Owner,Kochi,5,Fair,False,2325000
MG,Hector,Sharp Pro,2018,Petrol,Automatic,69114,2006,17.1,2nd Owner,Delhi,5,Excellent,False,500000
Toyota,Glanza,S,2013,CNG,Automatic,112681,1247,21.6,2nd Owner,Kolkata,5,Poor,False,120000
Audi,A4,40 TFSI Technology,2023,Petrol,Automatic,20304,1984,18.0,3rd Owner,Bengaluru,5,Good,False,2605000
Kia,Sonet,HTE,2017,Petrol,Automatic,102829,1247,17.3,2nd Owner,Jaipur,5,Fair,False,200000
Mercedes-Benz,GLC,GLC 220d,2018,Diesel,Automatic,53644,1993,14.5,2nd Owner,Pune,5,Good,False,1975000
Volkswagen,Taigun,Topline,2022,Petrol,Manual,33600,1548,18.0,2nd Owner,Surat,5,Good,True,660000
Volkswagen,Virtus,Topline,2021,Petrol,Automatic,43419,1448,18.7,4+ Owners,Chandigarh,5,Fair,True,400000
Mercedes-Benz,C-Class,C 200,2024,Petrol,Automatic,17695,1943,16.1,1st Owner,Pune,5,Fair,False,3910000
Mercedes-Benz,E-Class,E 200,2020,Diesel,Automatic,52470,1993,15.7,2nd Owner,Jaipur,5,Fair,True,2755000
Kia,Carens,Premium,2017,Diesel,Manual,76091,1447,15.1,4+ Owners,Delhi,7,Fair,False,350000
Tata,Safari,Accomplished,2021,Diesel,Automatic,53495,1956,16.2,2nd Owner,Surat,7,Poor,False,610000
Tata,Harrier,Smart,2014,Diesel,Automatic,167834,1906,16.2,4+ Owners,Jaipur,5,Excellent,False,350000
Kia,Seltos,HTX,2022,Petrol,Automatic,41877,1547,15.7,2nd Owner,Kolkata,5,Excellent,True,700000
Hyundai,Grand i10 Nios,Magna,2024,Petrol,Manual,25656,1197,19.4,3rd Owner,Kochi,5,Excellent,False,370000
Maruti Suzuki,Ciaz,Alpha,2023,Petrol,Manual,42405,1412,19.8,1st Owner,Kochi,5,Fair,True,540000
MG,Hector,Style,2023,Petrol,Automatic,16773,1906,16.6,2nd Owner,Lucknow,5,Good,False,945000
Mercedes-Benz,GLC,GLC 300,2013,Diesel,Automatic,85803,2043,13.4,2nd Owner,Chandigarh,5,Excellent,True,1050000
Volkswagen,Virtus,Topline,2024,Petrol,Automatic,27371,1498,17.7,1st Owner,Vadodara,5,Fair,False,855000
Skoda,Kushaq,Ambition,2016,Petrol,Automatic,93428,1498,17.6,3rd Owner,Kolkata,5,Excellent,False,350000
MG,Astor,Super,2015,Petrol,Manual,133576,1548,16.1,2nd Owner,Hyderabad,5,Fair,True,350000
Audi,A6,45 TFSI Technology,2020,Petrol,Automatic,60356,2034,12.7,1st Owner,Hyderabad,5,Good,False,2750000
BMW,5 Series,530d M Sport,2020,Diesel,Automatic,88197,2045,17.7,2nd Owner,Delhi,5,Excellent,True,2855000
Renault,Kwid,RXT,2017,Petrol,Automatic,121868,1049,22.2,2nd Owner,Delhi,5,Excellent,False,130000
Honda,Civic,ZX,2018,Petrol,Automatic,99086,1799,17.3,1st Owner,Chennai,5,Good,False,620000
Mercedes-Benz,C-Class,C 220d,2023,Petrol,Automatic,22815,1943,15.7,2nd Owner,Kolkata,5,Fair,False,2845000
Renault,Triber,RXE,2024,Petrol,Manual,16647,1049,18.6,1st Owner,Kolkata,7,Poor,False,365000
Maruti Suzuki,Swift,LXi,2017,CNG,Automatic,84268,1147,22.8,2nd Owner,Hyderabad,5,Poor,True,140000
Maruti Suzuki,Alto,VXi,2024,CNG,Manual,14242,796,23.5,3rd Owner,Kolkata,5,Poor,True,170000
Mahindra,Bolero,B6(O),2015,Diesel,Manual,138198,1543,15.7,4+ Owners,Pune,7,Fair,True,125000
Mercedes-Benz,E-Class,E 350d,2021,Diesel,Automatic,62781,2043,14.3,2nd Owner,Pune,5,Fair,False,2870000
Skoda,Octavia,Style,2013,Petrol,Automatic,155611,2034,16.8,2nd Owner,Lucknow,5,Good,True,435000
Kia,Seltos,GTX+,2014,Petrol,Manual,72965,1547,17.5,2nd Owner,Surat,5,Good,False,350000
Mahindra,Scorpio-N,Z8L,2019,Diesel,Manual,84948,2184,15.1,1st Owner,Hyderabad,7,Poor,True,440000
Mercedes-Benz,C-Class,C 300d,2013,Petrol,Automatic,105928,2043,18.3,2nd Owner,Kochi,5,Poor,False,640000
Skoda,Octavia,Style,2016,Petrol,Automatic,65936,1934,14.9,1st Owner,Delhi,5,Fair,False,700000
Kia,Sonet,GTX+,2013,Diesel,Automatic,162718,1147,17.8,4+ Owners,Vadodara,5,Excellent,False,120000
Volkswagen,Taigun,Topline,2013,Petrol,Automatic,164562,1448,17.6,3rd Owner,Vadodara,5,Poor,True,350000
